similarity,corruption,rank,topK,iter,lambda,weight_u_i,metric,NDCG@K,Recall@50,weight_i,weight_u,Recall@100
Cosine,0.3,100,50,200,0.001,,,"[0.4867, 0.0142]","[0.3487, 0.0151]",0.1,0.9,
Cosine,0.3,100,50,200,0.001,,,"[0.48, 0.0142]","[0.3426, 0.0151]",0.2,0.8,
Cosine,0.3,100,50,200,0.001,,,"[0.4731, 0.0144]","[0.3289, 0.0149]",0.3,0.7,
Cosine,0.3,100,50,200,0.001,,,"[0.4749, 0.0143]","[0.3265, 0.0149]",0.4,0.6,
Cosine,0.3,100,50,200,0.001,,,"[0.4662, 0.0145]","[0.3072, 0.0141]",0.5,0.5,
Cosine,0.3,100,50,200,0.001,,,"[0.4662, 0.0142]","[0.3037, 0.0139]",0.6,0.4,
Cosine,0.3,100,50,200,0.001,,,"[0.4612, 0.0148]","[0.2876, 0.0133]",0.7,0.3,
Cosine,0.3,100,50,200,0.001,,,"[0.4564, 0.0148]","[0.2793, 0.0129]",0.8,0.2,
Cosine,0.3,100,50,200,0.001,,,"[0.4486, 0.0153]","[0.2579, 0.0122]",0.9,0.1,
Cosine,0.3,100,50,200,0.001,,,"[0.4473, 0.0157]","[0.2424, 0.0118]",1.0,0.0,
Cosine,0.3,100,100,200,0.001,,,"[0.4996, 0.0127]",,0.0,1.0,"[0.5083, 0.0165]"
Cosine,0.3,100,100,200,0.001,,,"[0.4959, 0.0129]",,0.1,0.9,"[0.5125, 0.0172]"
Cosine,0.3,100,100,200,0.001,,,"[0.493, 0.0127]",,0.2,0.8,"[0.5052, 0.017]"
Cosine,0.3,100,100,200,0.001,,,"[0.4859, 0.0127]",,0.3,0.7,"[0.4938, 0.0168]"
Cosine,0.3,100,100,200,0.001,,,"[0.4797, 0.0128]",,0.4,0.6,"[0.4775, 0.0168]"
Cosine,0.3,100,100,200,0.001,,,"[0.4767, 0.0128]",,0.5,0.5,"[0.4654, 0.0165]"
Cosine,0.3,100,100,200,0.001,,,"[0.4709, 0.013]",,0.6,0.4,"[0.4447, 0.0159]"
Cosine,0.3,100,100,200,0.001,,,"[0.4622, 0.0134]",,0.7,0.3,"[0.4237, 0.0158]"
Cosine,0.3,100,100,200,0.001,,,"[0.4583, 0.0136]",,0.8,0.2,"[0.3995, 0.0152]"
Cosine,0.3,100,100,200,0.001,,,"[0.4573, 0.0136]",,0.9,0.1,"[0.3838, 0.0148]"
Cosine,0.3,100,100,200,0.001,,,"[0.4516, 0.0142]",,1.0,0.0,"[0.3536, 0.0142]"
Cosine,0.4,100,50,200,0.001,,,"[0.4917, 0.0143]","[0.3432, 0.0147]",0.0,1.0,
Cosine,0.4,100,50,200,0.001,,,"[0.4848, 0.0143]","[0.3466, 0.0151]",0.1,0.9,
Cosine,0.4,100,50,200,0.001,,,"[0.4799, 0.0143]","[0.3431, 0.0151]",0.2,0.8,
Cosine,0.4,100,50,200,0.001,,,"[0.4766, 0.0141]","[0.3354, 0.015]",0.3,0.7,
Cosine,0.4,100,50,200,0.001,,,"[0.4716, 0.0142]","[0.3238, 0.0147]",0.4,0.6,
Cosine,0.4,100,50,200,0.001,,,"[0.4675, 0.0144]","[0.3127, 0.0141]",0.5,0.5,
Cosine,0.4,100,50,200,0.001,,,"[0.4669, 0.0147]","[0.304, 0.014]",0.6,0.4,
Cosine,0.4,100,50,200,0.001,,,"[0.4599, 0.0146]","[0.2903, 0.0134]",0.7,0.3,
Cosine,0.4,100,50,200,0.001,,,"[0.4551, 0.0148]","[0.2781, 0.0129]",0.8,0.2,
Cosine,0.4,100,50,200,0.001,,,"[0.4603, 0.0154]","[0.264, 0.0125]",0.9,0.1,
Cosine,0.4,100,50,200,0.001,,,"[0.4531, 0.0154]","[0.2501, 0.012]",1.0,0.0,
Cosine,0.4,100,100,200,0.001,,,"[0.4975, 0.0128]",,0.0,1.0,"[0.508, 0.0164]"
Cosine,0.4,100,100,200,0.001,,,"[0.4958, 0.0129]",,0.1,0.9,"[0.5105, 0.017]"
Cosine,0.4,100,100,200,0.001,,,"[0.4929, 0.0128]",,0.2,0.8,"[0.5062, 0.0171]"
Cosine,0.4,100,100,200,0.001,,,"[0.4862, 0.0128]",,0.3,0.7,"[0.4956, 0.0169]"
Cosine,0.4,100,100,200,0.001,,,"[0.4785, 0.0129]",,0.4,0.6,"[0.4784, 0.0167]"
Cosine,0.4,100,100,200,0.001,,,"[0.4788, 0.0129]",,0.5,0.5,"[0.4669, 0.0165]"
Cosine,0.4,100,100,200,0.001,,,"[0.4736, 0.013]",,0.6,0.4,"[0.4499, 0.0163]"
Cosine,0.4,100,100,200,0.001,,,"[0.4678, 0.0135]",,0.7,0.3,"[0.424, 0.0156]"
Cosine,0.4,100,100,200,0.001,,,"[0.4679, 0.0134]",,0.8,0.2,"[0.4202, 0.0156]"
Cosine,0.4,100,100,200,0.001,,,"[0.4566, 0.0139]",,0.9,0.1,"[0.3869, 0.0148]"
Cosine,0.4,100,100,200,0.001,,,"[0.4579, 0.0145]",,1.0,0.0,"[0.359, 0.0143]"
Cosine,0.5,100,50,200,0.001,,,"[0.4912, 0.0144]","[0.3433, 0.0147]",0.0,1.0,
Cosine,0.5,100,50,200,0.001,,,"[0.4886, 0.0143]","[0.3472, 0.015]",0.1,0.9,
Cosine,0.5,100,50,200,0.001,,,"[0.4789, 0.0145]","[0.3419, 0.0151]",0.2,0.8,
Cosine,0.5,100,50,200,0.001,,,"[0.4769, 0.0147]","[0.3289, 0.0148]",0.3,0.7,
Cosine,0.5,100,50,200,0.001,,,"[0.4734, 0.0143]","[0.3247, 0.0146]",0.4,0.6,
Cosine,0.5,100,50,200,0.001,,,"[0.475, 0.0146]","[0.3139, 0.0142]",0.5,0.5,
Cosine,0.5,100,50,200,0.001,,,"[0.4638, 0.0148]","[0.2975, 0.0137]",0.6,0.4,
Cosine,0.5,100,50,200,0.001,,,"[0.4636, 0.0147]","[0.2938, 0.0135]",0.7,0.3,
Cosine,0.5,100,50,200,0.001,,,"[0.4549, 0.0148]","[0.2821, 0.0132]",0.8,0.2,
Cosine,0.5,100,50,200,0.001,,,"[0.4592, 0.0151]","[0.2705, 0.0126]",0.9,0.1,
Cosine,0.5,100,50,200,0.001,,,"[0.4577, 0.0153]","[0.2635, 0.0127]",1.0,0.0,
Cosine,0.5,100,100,200,0.001,,,"[0.4981, 0.0128]",,0.0,1.0,"[0.5068, 0.0166]"
Cosine,0.5,100,100,200,0.001,,,"[0.4976, 0.013]",,0.1,0.9,"[0.5126, 0.0172]"
Cosine,0.5,100,100,200,0.001,,,"[0.489, 0.0127]",,0.2,0.8,"[0.5032, 0.0172]"
Cosine,0.5,100,100,200,0.001,,,"[0.4876, 0.0129]",,0.3,0.7,"[0.4934, 0.017]"
Cosine,0.5,100,100,200,0.001,,,"[0.483, 0.0129]",,0.4,0.6,"[0.4788, 0.0167]"
Cosine,0.5,100,100,200,0.001,,,"[0.476, 0.0132]",,0.5,0.5,"[0.4602, 0.0164]"
Cosine,0.5,100,100,200,0.001,,,"[0.4765, 0.0133]",,0.6,0.4,"[0.4541, 0.0163]"
Cosine,0.5,100,100,200,0.001,,,"[0.4674, 0.0135]",,0.7,0.3,"[0.4318, 0.0161]"
Cosine,0.5,100,100,200,0.001,,,"[0.4732, 0.0138]",,0.8,0.2,"[0.416, 0.0154]"
Cosine,0.5,100,100,200,0.001,,,"[0.4638, 0.0139]",,0.9,0.1,"[0.3945, 0.0152]"
Cosine,0.5,100,100,200,0.001,,,"[0.4581, 0.0145]",,1.0,0.0,"[0.3634, 0.0147]"
